name,nb_review_christmas,nb_all_reviews,cat_name,sub_cat_name,rating,nb_likes,nb_share,total_time,nb_person,difficulty,price,author,Tags,prep_time,cooking_time,tools,ingredients,link_recipe,link_category,last_review,link_image,link_video
Mini éclairs au saumon fumé,1.0,15,Entrées de Noël,saumon,4.8,12000,24,40,6.0,très facile,Coût moyen,Opaline,['Sans gluten'],25,15,"['1 cuillère en bois', '1 couvercle', '1 réfrigérateur compact', '1 couteau']","["" Pâte  à choux (à faire ou prête à l'emploi)"", ' Fromage blanc  à 40 %', ' Saumon fumé  ', ' Aneth  ', ' Jus de citron  ', ' Poivre  ', ' Sel  ']",https://www.marmiton.org/recettes/recette_mini-eclairs-au-saumon-fume_21081.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,beaux et bons,https://assets.afcdn.com/recipe/20160504/63152_w1024h768c1cx2000cy3000.jpg,/picture> 
"Roulade de saumon fumé aux asperges, sauce aux crevettes et au chèvre frais",0.0,333,Entrées de Noël,saumon,4.7,21000,251,30,4.0,très facile,Coût moyen,Anonyme,"['Sans gluten', 'Fruits de mer', 'Crevettes', 'Plein la vue !']",15,15,"['1 four', '1 plat à gratin', '1 fouet']","[""220 g d'asperge  (1 boîte)"", '4 tranches de saumon fumé  ', '200 g de fromage de chèvre  frais', '1 cuillère à soupe de persil  haché', '100 g de crevettes  ', '20 cl de crème liquide  ', ' Poivre  ']",https://www.marmiton.org/recettes/recette_roulade-de-saumon-fume-aux-asperges-sauce-aux-crevettes-et-au-chevre-frais_15079.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,"Mes invités et moi-même avons bien apprécié cette recette. Grâce aux commentaires des autres internautes, j'ai employé du fromage de chèvre (à la louche) non salé et j'ai remplacé la crème liquide par de la crème épaisse.",https://assets.afcdn.com/recipe/20160404/27869_w1024h768c1cx1500cy1000.jpg,/picture> 
Tarte au saumon fumé,1.0,140,Entrées de Noël,saumon,4.7,13000,156,40,8.0,très facile,assez cher,sonia_1,[],10,30,"['1 moule à tarte', '1 rouleau à pâtisserie', '1 couteau', '1 fouet', '1 four']","['400 g de pâte brisée  ', '4 filets de saumon fumé  ou de truite fumée', '4 tomates  ', '2 oeufs  ', '20 cl de crème fraîche  ', ' Poivre  ', ' Sel  ', ' Aneth  ']",https://www.marmiton.org/recettes/recette_tarte-au-saumon-fume_19086.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,Très bonne recette qui a plu à toute la famille. J'ai mis de la truite fumée à la place du saumon et rajouté des dés de féta.,https://assets.afcdn.com/recipe/20171218/76112_w1024h768c1cx1872cy2808.jpg,/picture> 
Carpaccio de saumon si craquant en salade,0.0,0,Entrées de Noël,saumon,0.0,0,0,145,6.0,facile,bon marché,,"['Sans gluten', 'Entrée facile']",145,0,"['1 casserole', '1 couteau', '1 fouet', '1 four', '1 mandoline', '1 plaque à four', '1 saladier', '1 bols', '1 dénoyauteur']","['400 g de carpaccio  de saumon', '1 betterave rouge bio Freshona  ', '1 citron  ', '3 cuillères à soupe de vinaigre balsamique  ', '1 pomélo  ', '2 oranges  ', '2 pommes  vertes', '2 panais  ', ""20 cl d'huile d'olive  "", '3 pincées de baies roses  ', ' Graines de pavot  ', ' Piment  moulu', ""5 ml de jus d'orange  "", '1 cl de jus de citron  ', '20 g de moutarde  mi-forte', '3 pincées de poivre  en grains', ' Sel  fin']",https://www.marmiton.org/recettes/recette_carpaccio-de-saumon-si-craquant-en-salade_529237.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,,https://assets.afcdn.com/recipe/20201123/115846_w1024h768c1cx715cy355.png,/picture> 
Mousse de saumon fumé,0.0,8,Entrées de Noël,saumon,3.8,1500,7,20,4.0,facile,assez cher,Anonyme,['Sans gluten'],20,0,"['1 fouet', '1 mixeur', '1 cuillère en bois', '1 couteau']","['250 g de saumon fumé  de bonne qualité', '1 cuillère à soupe de cognac  ', '2 cuillères à soupe de crème  ', '2 cuillères à café de gelée  en poudre', ""1 dl d'eau  "", '1.5 dl de crème fouettée  ', '1 tranche de saumon fumé  ']",https://www.marmiton.org/recettes/recette_mousse-de-saumon-fume_12276.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,"J'ai trouvé cela écœurant, mes invités aussi. J'ai pourtant suivi les conseils des internautes, je n'ai pas utilisé de gelée (peut être aurais-je du). Je ne referai pas cette recette.",https://assets.afcdn.com/recipe/20181128/84331_w1024h768c1cx1092cy1253.jpg,/picture> 
"Mini kouglofs aux saumons, chantilly au raifort",0.0,0,Entrées de Noël,saumon,0.0,0,0,390,6.0,facile,bon marché,,"['Sans gluten', 'Entrée facile']",90,0,"['1 casserole', '1 saladier', '1 bols', '1 cuiseur vapeur']","['200 g de Saumon rouge fumé  ', '300 g de Pavé de saumon  ', '2 endives  ', '2 carottes  ', '250 g de mascarpone  ', '1 citron  ', '70 cl de crème fleurette  ', '50 cl de fumet de poisson  ', '10 feuilles de gélatine  ', '3 cuillères à café de raifort  ', '20 g de Bisque de homard  ', ""1 cuillère à soupe d'aneth  "", ' Sel  fin', ' Poivre  noir']",https://www.marmiton.org/recettes/recette_mini-kouglofs-aux-saumons-chantilly-au-raifort_529236.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,,https://assets.afcdn.com/recipe/20201123/115840_w1024h768c1cx594cy332.png,/picture> 
"Verrines crabe, saumon, crevettes",0.0,4,Entrées de Noël,saumon,5.0,1200,64,30,6.0,facile,Coût moyen,rose_15975926,"['Sans gluten', 'Fruits de mer', 'Crevettes']",30,0,"['1 Lot de verrines', '1 le lot de 8', '1 saladier', '1 couteau']","['20 cl de crème fraîche  ', '1 échalote  ', '1 citron  ', '2 tranches de saumon fumé  de qualité', '1 boîte de crabe  ', '12 crevettes  ', '1 pamplemousse  rose', "" Ciboulette  ou de l'aneth"", '1/2 avocat  ', ' Poivre  ']",https://www.marmiton.org/recettes/recette_verrines-crabe-saumon-crevettes_313875.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,"Subtile, très bon. Mes invités on adoré.",https://assets.afcdn.com/recipe/20140119/50231_w1024h768c1cx137cy91.jpg,/picture> 
"Verrines crabe, saumon, crevettes",0.0,4,Entrées de Noël,saumon,5.0,1200,64,30,6.0,facile,Coût moyen,rose_15975926,"['Sans gluten', 'Fruits de mer', 'Crevettes']",30,0,"['1 Lot de verrines', '1 le lot de 8', '1 saladier', '1 couteau']","['20 cl de crème fraîche  ', '1 échalote  ', '1 citron  ', '2 tranches de saumon fumé  de qualité', '1 boîte de crabe  ', '12 crevettes  ', '1 pamplemousse  rose', "" Ciboulette  ou de l'aneth"", '1/2 avocat  ', ' Poivre  ']",https://www.marmiton.org/recettes/recette_verrines-crabe-saumon-crevettes_313875.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,"Subtile, très bon. Mes invités on adoré.",https://assets.afcdn.com/recipe/20140119/50231_w1024h768c1cx137cy91.jpg,/picture> 
Canapés de crème de saumon fumé à l'avocat,1.0,8,Entrées de Noël,saumon,4.4,6100,72,15,30.0,très facile,bon marché,jade_14471895,"['Rapide', 'Bouchée ou amuse-bouche', 'Canapés', 'Noël qui en jette']",15,0,"['1 four', '1 fourchette', '1 cuillère en bois', '1 couteau', '1 grille', '1 planche à découper']","['200 g de saumon fumé  ', ""1 demi d'avocat  bien mûr"", '150 g de fromage frais  (type philadelphia ou saint moret)', '50 cl de crème fraîche  épaisse', ""4 branches d'aneth  fraîche"", '1 demi de ciboulette  fraîche', '10 tranches de pain  pour toast']",https://www.marmiton.org/recettes/recette_canapes-de-creme-de-saumon-fume-a-l-avocat_83262.aspx,https://www.marmiton.org/noel/nos-recettes-au-saumon-fume-pour-noel-s3057870.html,"Fait à noël, c'était très bon !",https://assets.afcdn.com/recipe/20141009/9446_w1024h768c1cx1500cy2250.jpg,/picture> 
Verrine mousse de jambon et tomates confites,1.0,164,Entrées de Noël,verrines,4.6,33000,472,15,8.0,facile,bon marché,Anonyme,"['Apéritif dînatoire sans gluten', 'Rapide', 'Apéritif dînatoire', 'Verrine', ""Recette d'apéritif""]",15,0,"['1 Lot de verrines', '1 mixeur']","['100 g de jambon blanc  ', '1 carré frais  ', '10 cl de crème liquide  ', ""1 cuillère à café d'ail semoule  "", ' Paprika  et du poivre']",https://www.marmiton.org/recettes/recette_verrine-mousse-de-jambon-et-tomates-confites_10927.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,super bon,https://assets.afcdn.com/recipe/20130308/56545_w157h157c1.webp,https://assets.afcdn.com/video13/20140806/v502763_9589_10_HD.mp4
Verrines de Noël,0.0,13,Entrées de Noël,verrines,4.8,3300,39,25,6.0,facile,Coût moyen,julia_15914071,"['Apéritif dînatoire vegetarien', 'Apéritif dînatoire', 'Verrine']",20,5,"['1 Lot de verrines', '1 Top 3 des batteries de casseroles', '1 cuillère en bois', '1 fouet', '1 rouleau à pâtisserie']","['250 g de mascarpone  ', '2 cuillères à soupe de miel  ', '6 marrons  glacés', '6 boudoirs  ', '6 cuillères à soupe de crème de marron  ', '1 cuillère à soupe de rhum  ', '1 oeuf  ']",https://www.marmiton.org/recettes/recette_verrines-de-noel_84683.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,Super bonnes !,https://assets.afcdn.com/recipe/20181017/82927_w157h157c1.webp,https://assets.afcdn.com/video13/20181018/v541602_84683-verrines-noel-1080-1080-fr-pad-mp4_HD.mp4
Verrine des Îles (crevettes et mangue),0.0,25,Entrées de Noël,verrines,4.9,6900,180,430,6.0,très facile,bon marché,camila_15783849,"['Sans gluten', 'Rapide', 'Fruits de mer', 'Crevettes']",10,0,"['1 Lot de verrines', '1 mandoline', '1 râpe', '1 couteau', '1 cuillère en bois', '1 réfrigérateur compact', '1 dénoyauteur']","['250 g de crevettes  décortiquées (surgelées)', '1 mangue  ou 1/2 selon grosseur et goût', ' Citron vert  ', ' Coriandre  fraîche ou surgelée', "" Huile d'olive  ""]",https://www.marmiton.org/recettes/recette_verrine-des-iles-crevettes-et-mangue_66917.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,J'ai fait mariner les crevettes toute la nuit et préparer une chantilly au citron vert. Tout simplement délicieux.,https://assets.afcdn.com/recipe/20181017/82911_w157h157c1.webp,https://assets.afcdn.com/video13/20181018/v541587_66917-verrines-des-iles-1080-1080-fr-pad-mp4_HD.mp4
Verrines de poires au foie gras,2.0,235,Entrées de Noël,verrines,4.8,31000,247,25,2.0,très facile,assez cher,Marielle,"['Sans gluten', 'Entrée froide', 'Foie gras', ""Recette d'apéritif""]",15,10,"['1 verrine', '1 couteau', '1 économe', '1 Top 8 des meilleures poêles', '1 Top 3 des batteries de casseroles', '1 saladier', '1 cuillère en bois', '1 couvercle']","['1 poire  Rocha (poire du Portugal)', '25 g de Foie gras  (canard ou oie, au choix)', '1 noix de beurre  ', '1 cuillère à café de sucre de canne  ', '1 cuillère à café de miel  ', ' Mélange 4 épices  ']",https://www.marmiton.org/recettes/recette_verrines-de-poires-au-foie-gras_43866.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,"Entrée simple à faire, qui a sa place dans un repas de fête.",https://assets.afcdn.com/recipe/20130122/55109_w157h157c1.webp,https://assets.afcdn.com/video13/20140806/v502777_13628_7_HD.mp4
Verrines de poires au foie gras,2.0,235,Entrées de Noël,verrines,4.8,31000,247,25,2.0,très facile,assez cher,Marielle,"['Sans gluten', 'Entrée froide', 'Foie gras', ""Recette d'apéritif""]",15,10,"['1 verrine', '1 couteau', '1 économe', '1 Top 8 des meilleures poêles', '1 Top 3 des batteries de casseroles', '1 saladier', '1 cuillère en bois', '1 couvercle']","['1 poire  Rocha (poire du Portugal)', '25 g de Foie gras  (canard ou oie, au choix)', '1 noix de beurre  ', '1 cuillère à café de sucre de canne  ', '1 cuillère à café de miel  ', ' Mélange 4 épices  ']",https://www.marmiton.org/recettes/recette_verrines-de-poires-au-foie-gras_43866.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,"Entrée simple à faire, qui a sa place dans un repas de fête.",https://assets.afcdn.com/recipe/20130122/55109_w157h157c1.webp,https://assets.afcdn.com/video13/20140806/v502777_13628_7_HD.mp4
Verrine de mousse au chèvre,0.0,19,Entrées de Noël,verrines,4.4,6500,22,50,8.0,Niveau moyen,bon marché,elena_15563934,"['Apéritif dînatoire vegetarien', 'Apéritif dînatoire sans gluten', 'Apéritif dînatoire', 'Verrine', 'Cuisine au verre']",30,20,"['1 verrine', '1 Top 3 des batteries de casseroles', '1 râpe', '1 four', '1 papier sulfurisé', '1 rouleau à pâtisserie', '1 mixeur', '1 dénoyauteur']","['3 pommes  ', '1 noix de beurre  ', '4 yaourts  crémeux (du type Gervita)', '1 chèvre frais  ', '1 chèvre  fait (pour ceux qui aiment un goût prononcé)', '1 bouquet de roquette  ou salade de saison', ' Parmesan  ', "" Huile d'olive  "", ' Vinaigre balsamique  ', "" Piment d'Espelette  (facultatif)""]",https://www.marmiton.org/recettes/recette_verrine-de-mousse-au-chevre_44784.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,"L'association pomme chèvre est originale dans une verrine mais le beurre ne permet pas de bien réussir la compote, il n'y avait pas assez de pomme en proportion. J'ai trouvé la mousse trop dense et compacte, presque écoeurante, il y en avait trop, et le croustillant n'était pas très bon, moi qui adore le parmesan pourtant. Bref la déception. A refaire avec plus de pomme et plutôt un fromage blanc plutôt qu'un yaourt.",https://assets.afcdn.com/recipe/20130201/31308_w157h157c1.webp,https://assets.afcdn.com/video13/20140806/v502797_27458_2_HD.mp4
Verrines de saumon - avocats - pamplemousse,0.0,7,Entrées de Noël,verrines,4.7,2800,5,28,4.0,facile,Coût moyen,emma_17078027,"['Apéritif dînatoire sans gluten', 'Apéritif dînatoire', 'Verrine']",20,8,"['1 Lot de verrines', '1 couteau', '1 fouet', '1 presse agrume', '1 micro-ondes', '1 cuillère en bois', '1 congélateur', '1 poche à douille', '1 grille', '1 douille cannelée ou unie de 14 mm']","['1 pavé de saumon  ', '2 avocats  ', '20 cl de crème liquide  épaisse', '1 sachet de fixe chantilly  ', '2 feuilles de gélatine  ', '1 pamplemousse  ', ""2 blancs d'oeuf  "", '1 citron vert  ', ' Sel  ', ' Haricot mungo  (soja), pistaches grillées']",https://www.marmiton.org/recettes/recette_verrines-de-saumon-avocats-pamplemousse_44737.aspx,https://www.marmiton.org/noel/nos-recettes-de-verrines-de-noel-s3058152.html,Très frais. Essayer de faire une mousse d'avocats et d'y incorporer morceaux d'avocats de pamplemousse et de saumon. Ou alterner en couches : Avocats-Pamplemousse-Saumon-Mousse-Saumon-Avocat-Pamplemousse. Ne pas hésiter à assaisonner.,https://assets.afcdn.com/recipe/20180209/77475_w1024h768c1cx1162cy1750.jpg,/picture> 
Foie gras poêlé à la mangue,0.0,34,Entrées de Noël,foie gras,4.7,5200,38,22,4.0,Niveau moyen,assez cher,Nospam,"['Abats', 'Viande', 'Foie', 'Noël qui en jette']",20,2,"['1 Top 8 des meilleures poêles', '1 grille']","['1 foie  de canard entier', '1 mangue  bien mûre', ""4 tranches de pain d'épices  "", '50 g de beurre  ', '10 cl de viande  (boeuf ou veau)', '10 cl de vinaigre balsamique  ', '5 cl de sauce soja  ', ' Farine  ', ' Poivre  du moulin', ' Sel  ']",https://www.marmiton.org/recettes/recette_foie-gras-poele-a-la-mangue_10573.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,Beaucoup trop sucré avec le pain d'épices. Avec une tranche de pain de mie c'est mieux. Bien saler le foie gras et ajouter des pommes pour l'acidité.,https://assets.afcdn.com/recipe/20131118/1265_w157h157c1.webp,https://assets.afcdn.com/video13/20140806/v502798_23294_2_HD.mp4
Pain aux figues et raisins (machine à pain),1.0,8,Entrées de Noël,foie gras,4.8,347,3,190,1.0,très facile,Coût moyen,sofia_17249837,['Végétarien'],10,180,['1 couvercle'],"[""30 cl d'eau  "", '1.5 cuillère à café de sel  fin', ""1 cuillère à soupe d'huile de noix  "", '1 cuillère à soupe de sucre en poudre  ', '80 g de figue  ', '40 g de raisin  ', '380 g de farine  type 45 ou 55', '70 g de farine  de graines et céréales', '1.5 cuillère à café de levure  boulangère déshydratée']",https://www.marmiton.org/recettes/recette_pain-aux-figues-et-raisins-machine-a-pain_55520.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,Adaptée au contenu des placards : j'ai remplacé les figues par des baies de goji et ajouté quelques graines de courges et de tournesols. Un régal !,https://assets.afcdn.com/recipe/20191031/101649_w1024h768c1cx3291cy2316.jpg,/picture> 
Chutney d'ananas et miel,0.0,4,Entrées de Noël,foie gras,4.8,476,16,125,4.0,très facile,Coût moyen,cherry,"['Végétarien', 'Sans gluten', 'Confitures']",5,120,['1 Top 3 des batteries de casseroles'],"[""2 grandes boîtes d'ananas  en morceaux"", '75 cl de vinaigre de xérès  ', '300 g de cassonade  ', '300 g de miel liquide  ', ""3 cuillères à café de moutarde à l'ancienne  "", '200 g de raisins secs  ', '1 bâton de cannelle  ', '10 clous de girofle  ', '1 cuillère à café de gingembre  ']",https://www.marmiton.org/recettes/recette_chutney-d-ananas-et-miel_22476.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,Je n'ai pas mis de raisins. J'ai fait un mélange ananas - mangue. Et j'ai mis 50 cl de vinaigre et 200g de cassonade et 200 g de miel. Et ce fût excellent pour accompagner du foie gras. Toutes les personnes présentes ont aimé. Merci pour cette recette.,https://assets.afcdn.com/recipe/20151202/339_w1024h768c1cx1296cy1936.jpg,/picture> 
Terrine de Foie Gras aux figues,1.0,47,Entrées de Noël,foie gras,4.6,6000,26,40,6.0,facile,assez cher,Anonyme,"['Sans gluten', 'Abats', 'Viande', 'Foie']",20,20,"['1 saladier', '1 four']","['1 Foie gras  de 600 g environ', ' Figue  sèches', ' Lait  ', '1 verre de liqueur  de Cognac', '1 porto  ', ' épices  à votre goût', ' Sel  de Guérande et poivre']",https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-aux-figues_11724.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,Recette respectée à la lettre. Excellente et tous les convives ont plus qu'apprécié! Seul changement de l'Armagnac a remplacé le Cognac.,https://assets.afcdn.com/recipe/20181206/84631_w1024h768c1cx1927cy2888.jpg,/picture> 
Chutney de rhubarbe au gingembre,0.0,8,Entrées de Noël,foie gras,4.6,251,7,45,6.0,facile,bon marché,auhalde,"['Végétarien', 'Sans gluten']",20,25,"['1 couteau', '1 Top 3 des batteries de casseroles', '1 lot de 3', '1 saladier', '1 cuillère en bois', '1 Top 8 des meilleures poêles']","['750 g de rhubarbe  ', '50 g de gingembre  coupés en grandes tranches fines', '50 g de beurre  environ', ' Oignon  ', '2 cuillères à soupe de vinaigre balsamique  ', ' Sucre  2 cuillères à soupe + 6 cuillères à soupe', ' cuillère à café de piment  d’Espelette', ' cuillère à café de poivre  ', ' pincée de sel  ', ' cuillère à café de muscade  ', ' cuillère à café de curry  ', ' Pistaches  décortiquées']",https://www.marmiton.org/recettes/recette_chutney-de-rhubarbe-au-gingembre_71134.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,"Bon ! Pour ma part je trouve ça un peu fort épicé, mais cela se marie très bien avec de la viande rouge.",https://assets.afcdn.com/recipe/20180720/81534_w1024h768c1cx2304cy1728.jpg,/picture> 
Pain au levain facile,0.0,14,Entrées de Noël,foie gras,4.7,1400,24,340,1.0,facile,bon marché,HakunaMatata,['Végétarien'],300,40,"['1 cuillère en bois', '1 saladier', '1 couvercle', '1 four', '1 passoire']","[""346 g d'eau  de source"", '654 g de farine  ', '9 g de sel  (Guérande)', '208 g de levain  -facile_73183.aspx"">levain']",https://www.marmiton.org/recettes/recette_pain-au-levain-facile_73182.aspx,https://www.marmiton.org/trucs-et-astuces/avec-quoi-accompagner-le-foie-gras-s3052557.html,"Super recette ! Je n'ai pas de four, je fais des petits pâtons que j'applatie et fait cuire à la poêle. Ça fait des sortes de naans bien moelleux et délicieux qui se conservent un jour ou deux.",https://assets.afcdn.com/recipe/20100120/39732_w1024h768c1cx192cy256.jpg,/picture> 
Pintade à l'orange et au miel,2.0,50,Viandes de Noël,pintade,4.8,2800,31,60,4.0,très facile,bon marché,colorado,['Sans gluten'],20,40,['1 Notre top 4 des meilleures cocottes'],"['1 pintade  en morceaux', '2 oranges  ', '3 échalotes  ', '100 g de sucre  ', ""1 cuillère à soupe d'huile  "", '15 g de beurre  ', '1 cuillère à soupe de miel  ', '5 cl de grand-marnier  ', '1 cuillère à soupe de vinaigre de vin  blanc', '1 cuillère à café de fond de volaille  déshydraté', '2 feuilles de laurier  ', '1 clou de girofle  ', ' Poivre  du moulin', ' Sel  ']",https://www.marmiton.org/recettes/recette_pintade-a-l-orange-et-au-miel_20662.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,Recette facile et rapide à réaliser. J'ai mis 3 oranges et servi avec une purée de pommes de terre. On a beaucoup aimé.,https://assets.afcdn.com/recipe/20191031/101647_w1024h768c1cx4330cy2886.jpg,/picture> 
Pastilla de Fez à la pintade (28ème rencontre),0.0,19,Viandes de Noël,pintade,4.7,2700,20,240,12.0,Niveau moyen,Coût moyen,julia_16150915,"['Plat unique', 'Pastilla', 'Recettes du Ramadan']",120,120,"['1 Top 8 des meilleures poêles', '1 mixeur', '1 Top 3 des batteries de casseroles', '1 presse agrume', '1 friteuse', '1 couteau', '1 fouet', '1 couvercle', '1 four']","['1 pintade  de 1,5 kg', '20 feuilles de brick  ', ""1 kg d'oignon  "", '12 oeufs  + 1 pour coller', ""200 g d'amandes  "", '1 bouquet de coriandre  fraîche', '1 bouquet de persil  plat', ""1 verre d'huile  + de l'huile pour friture"", '3 cuillères à soupe de sucre semoule  + du sucre glace pour décorer', '3 cuillères à soupe de miel  ', ' Poivre  (peu)', ' Sel  ', ' Safran  ', '1 cuillère à soupe de cannelle  + cannelle pour décorer', '1 cuillère à soupe de gingembre  ', '100 g de beurre  ']",https://www.marmiton.org/recettes/recette_pastilla-de-fez-a-la-pintade-28eme-rencontre_44367.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,Superbe recette très originale... Merci Marmiton,https://assets.afcdn.com/recipe/20201202/116022_w1024h768c1cx2808cy1872.jpg,/picture> 
Roulé de dinde et duxelle de champignons,1.0,20,Viandes de Noël,pintade,4.5,12000,6,45,4.0,facile,bon marché,lily_16807454,[],25,20,"['1 mixeur', '1 saladier', '1 film alimentaire', '1 Top 3 des batteries de casseroles', '1 louche', '1 fouet', '1 couteau']","['4 escalopes de dinde  ', '500 g de champignon de Paris  ', '3 échalotes  ', ""1 l d'eau  "", '2 bouillons  cubes de volaille', '1 noix de beurre  ']",https://www.marmiton.org/recettes/recette_roule-de-dinde-et-duxelle-de-champignons_171968.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,Excellente recette,https://assets.afcdn.com/recipe/20150903/40198_w157h157c1.webp,https://assets.afcdn.com/video13/20160219/v514049_22303_1_HD.mp4
Dinde farcie aux deux viandes et entourée de marrons,3.0,13,Viandes de Noël,pintade,4.8,1000,48,240,8.0,facile,bon marché,Mathilda a Dublin,['Marrons'],60,180,"['1 Top 8 des meilleures poêles', '1 saladier', '1 four']","['1 dinde  de 4 kg environ', '6 cl de vin blanc  (pour la cuisson)']",https://www.marmiton.org/recettes/recette_dinde-farcie-aux-deux-viandes-et-entouree-de-marrons_28485.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,Excellent cela fait une dinde pas sèche et onctueuse,https://assets.afcdn.com/recipe/20161230/27174_w1024h768c1cx2808cy1872.jpg,/picture> 
Coquelet laqué & courges rôties,0.0,0,Viandes de Noël,pintade,0.0,0,0,130,6.0,facile,bon marché,,"['Sans gluten', 'Plat unique']",130,0,"['1 cuillère en bois', '1 four', '1 mandoline', '1 bols', '1 dénoyauteur']","[""6 coquelets l'étal du volailler  "", ""6 cuillères à soupe de sirop d'érable  "", '1 potimarron  ', '1 patate douce  ', '1 potiron  ', ""2 gousses d'ail  "", '1 butternut  ', '1 citron vert  ', ""3 cuillères à soupe d'huile d'olive  "", ""2 cuillères à soupe d'huile de tournesol  "", ""3 cuillères à soupe de moutarde à l'ancienne  "", '2 cuillères à soupe de vinaigre balsamique  ', '1 botte de coriandre  ', '25 g de raisins secs  ', '3 pincées de paprika  ', '4 pincées de fleur de sel  ', ' Sel  fin', ' Poivre  noir']",https://www.marmiton.org/recettes/recette_coquelet-laque-courges-roties_529243.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,,https://assets.afcdn.com/recipe/20201123/115853_w1024h768c1cx842cy486.png,/picture> 
Poulet rôti au miel et aux épices,0.0,5,Viandes de Noël,pintade,4.2,553,11,70,4.0,très facile,bon marché,jade_15285064,"['Sans gluten', 'Viande rôtie', 'Viande', 'Poulet rôti']",10,60,"['1 four', '1 saladier', '1 pinceau', '1 Top 5 des meilleurs cuiseur vapeur']","['1 poulet  prêt à cuire', '70 g de beurre  ', '2 cuillères à soupe de miel  ', ""2 cuillères à café de mélange d'épices 5 parfums  "", '7 échalotes  ', '1 oignon  ', ' Sel  (selon ses goûts)']",https://www.marmiton.org/recettes/recette_poulet-roti-au-miel-et-aux-epices_57140.aspx,https://www.marmiton.org/noel/nos-idees-pour-une-volaille-de-fetes-pas-chere-s4000780.html,"Très bon, mais je trouvais que c'était quand même léger comme goût, je m'attendais à plus ""relevé"" en fait !",https://assets.afcdn.com/recipe/20191031/101644_w1024h768c1cx282cy282.jpg,/picture> 
Boeuf à la sauce d'huîtres,0.0,5,Viandes de Noël,bœuf,5.0,302,3,30,2.0,très facile,bon marché,elena_16947584,"['Sans gluten', 'Fruits de mer', 'Huîtres']",15,15,"['1 couteau', '1 cuillère en bois']","['2 steaks  de bœuf', ' Maïzena  ', '1 oignon  ', '2 cuillères à soupe de huître  ', '1 cuillère à soupe de soja  ', '1 poignée de coriandre  fraîche', ""1 verre d'eau  ""]",https://www.marmiton.org/recettes/recette_boeuf-a-la-sauce-d-huitres_48729.aspx,https://www.marmiton.org/noel/nos-recettes-au-boeuf-pour-noel-s3064538.html,"Un vrai régal, à refaire sans hésiter.",https://assets.afcdn.com/recipe/20191023/101091_w1024h768c1cx3575cy2116.jpg,/picture> 
